scenario,carico_mbit,ripetizione,seq,rtt_ms
none,5,2,7,104.000
none,5,2,8,110.000
none,5,2,9,119.000
none,5,2,10,11.500
none,5,2,11,10.300
none,5,2,12,11.900
none,5,2,13,10.100
none,5,2,14,11.700
none,5,2,15,9.760
none,5,2,16,9.710
none,5,2,17,14.300
none,5,2,18,21.400
none,5,2,19,26.100
none,5,2,20,31.900
none,5,2,21,40.400
none,5,2,22,46.100
none,5,2,23,55.400
none,5,2,24,61.700
none,5,2,25,66.700
none,5,2,26,75.100
none,5,2,27,82.000
none,5,2,28,87.900
none,5,2,29,94.700
none,5,2,30,102.000
none,5,2,31,106.000
none,5,2,32,114.000
none,5,2,33,11.300
none,5,2,34,10.200
none,5,2,35,12.200
none,5,2,36,11.700
none,5,2,37,10.300
none,5,2,38,11.100
none,5,2,39,9.980
none,5,2,40,12.100
none,5,2,41,19.000
none,5,2,42,25.700
none,5,2,43,31.300
none,5,2,44,38.600
none,5,2,45,44.500
none,5,2,46,49.500
none,5,2,47,57.900
none,5,2,48,64.700
none,5,2,49,70.900
none,5,2,50,76.400
none,5,2,51,83.300
none,5,2,52,87.500
none,5,2,53,96.100
none,5,2,54,102.000
none,5,2,55,107.000
none,5,2,56,116.000
none,5,2,57,10.600
none,5,2,58,11.800
none,5,2,59,11.800
none,5,2,60,8.800
none,5,2,61,9.660
none,5,2,62,11.000
none,5,2,63,10.100
none,5,2,64,12.200
none,5,2,65,21.900
none,5,2,66,28.600
none,5,2,67,32.800
none,5,2,68,41.800
none,5,2,69,54.300
none,5,2,70,51.700
none,5,2,71,56.800
none,5,2,72,66.200
none,5,2,73,72.900
none,5,2,74,79.000
none,5,2,75,85.800
none,5,2,76,90.500
none,5,2,77,98.900
none,5,2,78,107.000
none,5,2,79,115.000
none,5,2,80,59.700
none,5,2,81,10.100
none,5,2,82,10.800
none,5,2,83,12.000
none,5,2,84,10.700
none,5,2,85,10.300
none,5,2,86,10.600
none,5,2,87,12.400
none,5,2,88,14.100
none,5,2,89,20.200
none,5,2,90,25.700
none,5,2,91,31.400
none,5,2,92,39.100
none,5,2,93,47.300
none,5,2,94,52.600
none,5,2,95,59.100
none,5,2,96,65.600
none,5,2,97,72.700
none,5,2,98,81.600
none,5,2,99,85.800
none,5,3,0,51.700
none,5,3,1,60.800
none,5,3,2,64.900
none,5,3,3,72.400
none,5,3,4,78.000
none,5,3,5,85.400
none,5,3,6,93.100
none,5,3,7,99.700
none,5,3,8,105.000
none,5,3,9,110.000
none,5,3,10,9.440
none,5,3,11,9.960
none,5,3,12,10.300
none,5,3,13,10.700
none,5,3,14,11.500
none,5,3,15,10.600
none,5,3,16,10.700
none,5,3,17,11.700
none,5,3,18,16.300
none,5,3,19,22.400
none,5,3,20,28.000
none,5,3,21,37.400
none,5,3,22,41.300
none,5,3,23,48.900
none,5,3,24,55.400
none,5,3,25,63.700
none,5,3,26,69.300
none,5,3,27,73.600
none,5,3,28,81.900
none,5,3,29,87.600
none,5,3,30,93.300
none,5,3,31,102.000
none,5,3,32,108.000
none,5,3,33,114.000
none,5,3,34,10.000
none,5,3,35,11.200
none,5,3,36,11.000
none,5,3,37,8.820
none,5,3,38,10.400
none,5,3,39,11.200
none,5,3,40,10.200
none,5,3,41,13.100
none,5,3,42,18.500
none,5,3,43,25.100
none,5,3,44,31.300
none,5,3,45,39.600
none,5,3,46,45.400
none,5,3,47,50.800
none,5,3,48,58.600
none,5,3,49,65.400
none,5,3,50,70.700
none,5,3,51,78.100
none,5,3,52,86.600
none,5,3,53,90.700
none,5,3,54,100.000
none,5,3,55,105.000
none,5,3,56,111.000
none,5,3,57,69.400
none,5,3,58,10.800
none,5,3,59,10.600
none,5,3,60,9.770
none,5,3,61,9.700
none,5,3,62,12.000
none,5,3,63,10.000
none,5,3,64,11.000
none,5,3,65,17.000
none,5,3,66,24.300
none,5,3,67,31.000
none,5,3,68,35.800
none,5,3,69,44.100
none,5,3,70,50.100
none,5,3,71,58.000
none,5,3,72,63.400
none,5,3,73,72.500
none,5,3,74,77.400
none,5,3,75,83.000
none,5,3,76,91.900
none,5,3,77,97.100
none,5,3,78,105.000
none,5,3,79,112.000
none,5,3,80,117.000
none,5,3,81,11.400
none,5,3,82,11.400
none,5,3,83,10.000
none,5,3,84,11.200
none,5,3,85,8.470
none,5,3,86,10.500
none,5,3,87,9.140
none,5,3,88,15.000
none,5,3,89,19.700
none,5,3,90,26.700
none,5,3,91,33.600
none,5,3,92,40.000
none,5,3,93,45.200
none,5,3,94,53.100
none,5,3,95,59.500
none,5,3,96,66.700
none,5,3,97,72.800
none,5,3,98,80.600
none,5,3,99,86.100
none,10,1,0,150.000
none,10,1,1,162.000
none,10,1,2,177.000
none,10,1,3,182.000
none,10,1,4,191.000
none,10,1,5,200.000
none,10,1,6,212.000
none,10,1,7,223.000
none,10,1,8,234.000
none,10,1,9,245.000
none,10,1,10,256.000
none,10,1,11,265.000
none,10,1,12,273.000
none,10,1,13,282.000
none,10,1,14,295.000
none,10,1,15,305.000
none,10,1,16,314.000
none,10,1,17,332.000
none,10,1,18,336.000
none,10,1,19,348.000
none,10,1,20,354.000
none,10,1,21,363.000
none,10,1,22,377.000
none,10,1,23,381.000
none,10,1,24,396.000
none,10,1,25,404.000
none,10,1,26,411.000
none,10,1,27,426.000
none,10,1,28,434.000
none,10,1,29,444.000
none,10,1,30,458.000
none,10,1,31,464.000
none,10,1,32,476.000
none,10,1,33,481.000
none,10,1,34,494.000
none,10,1,35,507.000
none,10,1,36,513.000
none,10,1,37,529.000
none,10,1,38,544.000
none,10,1,39,569.000
none,10,1,40,593.000
none,10,1,41,619.000
none,10,1,42,650.000
none,10,1,43,683.000
none,10,1,44,716.000
none,10,1,45,747.000
none,10,1,46,785.000
none,10,1,47,820.000
none,10,1,48,861.000
none,10,1,49,900.000
none,10,1,50,937.000
none,10,1,51,980.000
none,10,1,52,1017.000
none,10,1,53,1057.000
none,10,1,54,1107.000
none,10,1,55,1150.000
none,10,1,56,1204.000
none,10,1,57,1252.000
none,10,1,58,1301.000
none,10,1,59,1349.000
none,10,1,60,1399.000
none,10,1,61,1449.000
none,10,1,62,1505.000
none,10,1,63,1553.000
none,10,1,64,1609.000
none,10,1,65,1674.000
none,10,1,66,1733.000
none,10,1,67,1801.000
none,10,1,68,1866.000
none,10,1,69,1928.000
none,10,1,70,1981.000
none,10,1,71,1984.000
none,10,1,72,1981.000
none,10,1,73,1979.000
none,10,1,74,1979.000
none,10,1,75,1973.000
none,10,1,76,1961.000
none,10,1,77,1905.000
none,10,1,78,1606.000
none,10,1,79,1596.000
none,10,1,80,1590.000
none,10,1,81,1583.000
none,10,1,82,1572.000
none,10,1,83,1560.000
none,10,1,84,1551.000
none,10,1,85,1539.000
none,10,1,86,1545.000
none,10,1,87,1545.000
none,10,1,88,1545.000
none,10,1,89,1555.000
none,10,1,90,1557.000
none,10,2,0,164.000
none,10,2,1,171.000
none,10,2,2,180.000
none,10,2,3,192.000
none,10,2,4,202.000
none,10,2,5,214.000
none,10,2,6,224.000
none,10,2,7,233.000
none,10,2,8,243.000
none,10,2,9,252.000
none,10,2,10,263.000
none,10,2,11,276.000
none,10,2,12,285.000
none,10,2,13,293.000
none,10,2,14,304.000
none,10,2,15,314.000
none,10,2,16,324.000
none,10,2,17,340.000
none,10,2,18,346.000
none,10,2,19,355.000
none,10,2,20,362.000
none,10,2,21,375.000
none,10,2,22,379.000
none,10,2,23,395.000
none,10,2,24,404.000
none,10,2,25,414.000
none,10,2,26,424.000
none,10,2,27,434.000
none,10,2,28,447.000
none,10,2,29,456.000
none,10,2,30,465.000
none,10,2,31,473.000
none,10,2,32,493.000
none,10,2,33,503.000
none,10,2,34,512.000
none,10,2,35,518.000
none,10,2,36,524.000
none,10,2,37,537.000
none,10,2,38,556.000
none,10,2,39,581.000
none,10,2,40,604.000
none,10,2,41,628.000
none,10,2,42,659.000
none,10,2,43,690.000
none,10,2,44,723.000
none,10,2,45,755.000
none,10,2,46,788.000
none,10,2,47,829.000
none,10,2,48,867.000
none,10,2,49,903.000
none,10,2,50,946.000
none,10,2,51,985.000
none,10,2,52,1026.000
none,10,2,53,1069.000
none,10,2,54,1119.000
none,10,2,55,1159.000
none,10,2,56,1209.000
none,10,2,57,1257.000
none,10,2,58,1305.000
none,10,2,59,1354.000
none,10,2,60,1404.000
none,10,2,61,1453.000
none,10,2,62,1502.000
none,10,2,63,1556.000
none,10,2,64,1612.000
none,10,2,65,1675.000
none,10,2,66,1740.000
none,10,2,67,1802.000
none,10,2,68,1865.000
none,10,2,69,1930.000
none,10,2,70,1976.000
none,10,2,71,1985.000
none,10,2,72,1986.000
none,10,2,73,1987.000
none,10,2,74,1989.000
none,10,2,75,1991.000
none,10,2,76,1917.000
none,10,2,77,1857.000
none,10,2,78,1738.000
none,10,2,79,1686.000
none,10,2,80,1621.000
none,10,2,81,1608.000
none,10,2,82,1591.000
none,10,2,83,1579.000
none,10,2,84,1568.000
none,10,2,85,1555.000
none,10,2,86,1544.000
none,10,2,87,1532.000
none,10,2,88,1535.000
none,10,2,89,1536.000
none,10,2,90,1537.000
none,10,2,91,1565.000
none,10,2,92,1541.000
none,10,3,0,82.700
none,10,3,1,84.400
none,10,3,2,85.300
none,10,3,3,85.900
none,10,3,4,91.900
none,10,3,5,90.600
none,10,3,6,97.600
none,10,3,7,96.000
none,10,3,8,98.300
none,10,3,9,98.200
none,10,3,10,99.900
none,10,3,11,101.000
none,10,3,12,105.000
none,10,3,13,114.000
none,10,3,14,122.000
none,10,3,15,125.000
none,10,3,16,136.000
none,10,3,17,146.000
none,10,3,18,154.000
none,10,3,19,165.000
none,10,3,20,177.000
none,10,3,21,188.000
none,10,3,22,200.000
none,10,3,23,214.000
none,10,3,24,227.000
none,10,3,25,240.000
none,10,3,26,262.000
none,10,3,27,276.000
none,10,3,28,295.000
none,10,3,29,311.000
none,10,3,30,336.000
none,10,3,31,351.000
none,10,3,32,378.000
none,10,3,33,400.000
none,10,3,34,422.000
none,10,3,35,448.000
none,10,3,36,473.000
none,10,3,37,502.000
none,10,3,38,531.000
none,10,3,39,551.000
none,10,3,40,584.000
none,10,3,41,611.000
none,10,3,42,642.000
none,10,3,43,676.000
none,10,3,44,708.000
none,10,3,45,744.000
none,10,3,46,776.000
none,10,3,47,813.000
none,10,3,48,852.000
none,10,3,49,894.000
none,10,3,50,931.000
none,10,3,51,972.000
none,10,3,52,1012.000
none,10,3,53,1054.000
none,10,3,54,1102.000
none,10,3,55,1151.000
none,10,3,56,1196.000
none,10,3,57,1246.000
none,10,3,58,1292.000
none,10,3,59,1339.000
none,10,3,60,1390.000
none,10,3,61,1438.000
none,10,3,62,1489.000
none,10,3,63,1543.000
none,10,3,64,1599.000
none,10,3,65,1663.000
none,10,3,66,1725.000
none,10,3,67,1789.000
none,10,3,68,1853.000
none,10,3,69,1913.000
none,10,3,70,1982.000
none,10,3,71,1986.000
none,10,3,72,1988.000
none,10,3,73,1994.000
none,10,3,74,1992.000
none,10,3,75,1995.000
none,10,3,76,1980.000
none,10,3,77,1858.000
none,10,3,78,1737.000
none,10,3,79,1676.000
none,10,3,80,1615.000
none,10,3,81,1596.000
none,10,3,82,1579.000
none,10,3,83,1571.000
none,10,3,84,1554.000
none,10,3,85,1537.000
none,10,3,86,1523.000
none,10,3,87,1509.000
none,10,3,88,1503.000
none,10,3,89,1506.000
none,10,3,90,1513.000
none,10,3,91,1521.000
none,10,3,92,1537.000
none,10,3,93,1544.000
none,20,1,0,150.000
none,20,1,1,158.000
none,20,1,2,168.000
none,20,1,3,179.000
none,20,1,4,188.000
none,20,1,5,200.000
none,20,1,6,210.000
none,20,1,7,220.000
none,20,1,8,231.000
none,20,1,9,238.000
none,20,1,10,248.000
none,20,1,11,262.000
none,20,1,12,266.000
none,20,1,13,283.000
none,20,1,14,290.000
none,20,1,15,298.000
none,20,1,16,311.000
none,20,1,17,317.000
none,20,1,18,329.000
none,20,1,19,340.000
none,20,1,20,348.000
none,20,1,21,357.000
none,20,1,22,375.000
none,20,1,23,384.000
none,20,1,24,390.000
none,20,1,25,397.000
none,20,1,26,411.000
none,20,1,27,420.000
none,20,1,28,431.000
none,20,1,29,440.000
none,20,1,30,450.000
none,20,1,31,460.000
none,20,1,32,467.000
none,20,1,33,482.000
none,20,1,34,489.000
none,20,1,35,501.000
none,20,1,36,511.000
none,20,1,37,524.000
none,20,1,38,541.000
none,20,1,39,565.000
none,20,1,40,588.000
none,20,1,41,611.000
none,20,1,42,645.000
none,20,1,43,679.000
none,20,1,44,710.000
none,20,1,45,744.000
none,20,1,46,776.000
none,20,1,47,813.000
none,20,1,48,853.000
none,20,1,49,888.000
none,20,1,50,931.000
none,20,1,51,971.000
none,20,1,52,1010.000
none,20,1,53,1046.000
none,20,1,54,1094.000
none,20,1,55,1148.000
none,20,1,56,1192.000
none,20,1,57,1240.000
none,20,1,58,1286.000
none,20,1,59,1336.000
none,20,1,60,1386.000
none,20,1,61,1436.000
none,20,1,62,1487.000
none,20,1,63,1534.000
none,20,1,64,1595.000
none,20,1,65,1655.000
none,20,1,66,1718.000
none,20,1,67,1781.000
none,20,1,68,1848.000
none,20,1,69,1909.000
none,20,1,70,1971.000
none,20,1,71,1989.000
none,20,1,72,1986.000
none,20,1,73,1990.000
none,20,1,74,1986.000
none,20,1,75,1987.000
none,20,1,76,1926.000
none,20,1,77,1864.000
none,20,1,78,1807.000
none,20,1,79,1740.000
none,20,1,80,1585.000
none,20,1,81,1571.000
none,20,1,82,1565.000
none,20,1,83,1548.000
none,20,1,84,1538.000
none,20,1,85,1526.000
none,20,1,86,1515.000
none,20,1,87,1516.000
none,20,1,88,1520.000
none,20,1,89,1519.000
none,20,1,90,1556.000
none,20,1,91,1558.000
none,20,2,0,56.600
none,20,2,1,64.700
none,20,2,2,66.800
none,20,2,3,66.300
none,20,2,4,67.900
none,20,2,5,73.200
none,20,2,6,77.900
none,20,2,7,77.200
none,20,2,8,79.900
none,20,2,9,80.300
none,20,2,10,84.100
none,20,2,11,83.100
none,20,2,12,86.300
none,20,2,13,87.900
none,20,2,14,89.400
none,20,2,15,94.300
none,20,2,16,94.900
none,20,2,17,101.000
none,20,2,18,98.200
none,20,2,19,97.700
none,20,2,20,104.000
none,20,2,21,105.000
none,20,2,22,104.000
none,20,2,23,109.000
none,20,2,24,108.000
none,20,2,25,113.000
none,20,2,26,111.000
none,20,2,27,116.000
none,20,2,28,122.000
none,20,2,29,131.000
none,20,2,30,145.000
none,20,2,31,153.000
none,20,2,32,167.000
none,20,2,33,180.000
none,20,2,34,196.000
none,20,2,35,212.000
none,20,2,36,229.000
none,20,2,37,246.000
none,20,2,38,267.000
none,20,2,39,284.000
none,20,2,40,302.000
none,20,2,41,326.000
none,20,2,42,345.000
none,20,2,43,371.000
none,20,2,44,396.000
none,20,2,45,419.000
none,20,2,46,444.000
none,20,2,47,471.000
none,20,2,48,501.000
none,20,2,49,531.000
none,20,2,50,562.000
none,20,2,51,587.000
none,20,2,52,623.000
none,20,2,53,653.000
none,20,2,54,690.000
none,20,2,55,727.000
none,20,2,56,769.000
none,20,2,57,804.000
none,20,2,58,842.000
none,20,2,59,872.000
none,20,2,60,914.000
none,20,2,61,954.000
none,20,2,62,993.000
none,20,2,63,1040.000
none,20,2,64,1085.000
none,20,2,65,1138.000
none,20,2,66,1183.000
none,20,2,67,1232.000
none,20,2,68,1282.000
none,20,2,69,1329.000
none,20,2,70,1378.000
none,20,2,71,1428.000
none,20,2,72,1478.000
none,20,2,73,1529.000
none,20,2,74,1596.000
none,20,2,75,1656.000
none,20,2,76,1719.000
none,20,2,77,1783.000
none,20,2,78,1845.000
none,20,2,79,1910.000
none,20,2,80,1973.000
none,20,2,81,1980.000
none,20,2,82,1965.000
none,20,2,83,1961.000
none,20,2,84,1972.000
none,20,2,85,1970.000
none,20,2,86,1932.000
none,20,2,87,1875.000
none,20,2,88,1813.000
none,20,2,89,1754.000
none,20,2,90,1634.000
none,20,2,91,1617.000
none,20,2,92,1609.000
none,20,2,93,1589.000
none,20,3,0,83.400
none,20,3,1,88.700
none,20,3,2,88.800
none,20,3,3,88.800
none,20,3,4,93.600
none,20,3,5,93.900
none,20,3,6,96.900
none,20,3,7,99.100
none,20,3,8,97.100
none,20,3,9,99.300
none,20,3,10,104.000
none,20,3,11,105.000
none,20,3,12,109.000
none,20,3,13,119.000
none,20,3,14,122.000
none,20,3,15,127.000
none,20,3,16,140.000
none,20,3,17,149.000
none,20,3,18,162.000
none,20,3,19,168.000
none,20,3,20,183.000
none,20,3,21,193.000
none,20,3,22,203.000
none,20,3,23,218.000
none,20,3,24,232.000
none,20,3,25,248.000
none,20,3,26,267.000
none,20,3,27,280.000
none,20,3,28,297.000
none,20,3,29,318.000
none,20,3,30,339.000
none,20,3,31,361.000
none,20,3,32,384.000
none,20,3,33,401.000
none,20,3,34,424.000
none,20,3,35,447.000
none,20,3,36,476.000
none,20,3,37,502.000
none,20,3,38,531.000
none,20,3,39,555.000
none,20,3,40,584.000
none,20,3,41,614.000
none,20,3,42,647.000
none,20,3,43,678.000
none,20,3,44,714.000
none,20,3,45,750.000
none,20,3,46,782.000
none,20,3,47,817.000
none,20,3,48,858.000
none,20,3,49,896.000
none,20,3,50,937.000
none,20,3,51,977.000
none,20,3,52,1016.000
none,20,3,53,1056.000
none,20,3,54,1101.000
none,20,3,55,1150.000
none,20,3,56,1196.000
none,20,3,57,1247.000
none,20,3,58,1294.000
none,20,3,59,1344.000
none,20,3,60,1396.000
none,20,3,61,1446.000
none,20,3,62,1492.000
none,20,3,63,1545.000
none,20,3,64,1604.000
none,20,3,65,1666.000
none,20,3,66,1727.000
none,20,3,67,1791.000
none,20,3,68,1858.000
none,20,3,69,1920.000
none,20,3,70,1983.000
none,20,3,71,1984.000
none,20,3,72,1978.000
none,20,3,73,1976.000
none,20,3,74,1983.000
none,20,3,75,1983.000
none,20,3,76,1979.000
none,20,3,77,1969.000
none,20,3,78,1914.000
none,20,3,79,1857.000
none,20,3,80,1730.000
none,20,3,81,1665.000
none,20,3,82,1584.000
none,20,3,83,1576.000
none,20,3,84,1564.000
none,20,3,85,1559.000
none,20,3,86,1546.000
none,20,3,87,1534.000
none,20,3,88,1525.000
none,20,3,89,1520.000
none,20,3,90,1518.000
none,20,3,91,1521.000
none,20,3,92,1522.000
none,20,3,93,1561.000
none,20,3,94,1557.000
